config_id,arch_config,arch_path,workload_name,work_config,work_path,event_path,metric_path,run_path,checkpoint_path
739,33,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_33.architecture.yaml,llama_3_70b,8,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_8.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_33/config_8,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_33/config_8/checkpoint.json
740,33,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_33.architecture.yaml,llama_3_70b,9,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_9.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_33/config_9,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_33/config_9/checkpoint.json
741,33,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_33.architecture.yaml,llama_3_70b,7,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_7.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_33/config_7,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_33/config_7/checkpoint.json
742,28,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_28.architecture.yaml,llama_3_70b,7,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_7.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_28/config_7,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_28/config_7/checkpoint.json
743,28,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_28.architecture.yaml,llama_3_70b,8,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_8.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_28/config_8,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_28/config_8/checkpoint.json
744,28,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_28.architecture.yaml,llama_3_70b,9,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_9.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_28/config_9,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_28/config_9/checkpoint.json
745,27,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_27.architecture.yaml,llama_3_70b,8,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_8.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_27/config_8,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_27/config_8/checkpoint.json
746,27,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_27.architecture.yaml,llama_3_70b,9,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_9.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_27/config_9,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_27/config_9/checkpoint.json
747,27,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_27.architecture.yaml,llama_3_70b,7,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_7.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_27/config_7,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_27/config_7/checkpoint.json
748,67,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_67.architecture.yaml,llama_3_70b,7,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_7.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_67/config_7,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_67/config_7/checkpoint.json
749,67,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_67.architecture.yaml,llama_3_70b,8,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_8.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_67/config_8,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_67/config_8/checkpoint.json
750,67,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_67.architecture.yaml,llama_3_70b,9,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_9.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_67/config_9,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_67/config_9/checkpoint.json
751,54,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_54.architecture.yaml,llama_3_70b,9,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_9.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_54/config_9,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_54/config_9/checkpoint.json
752,54,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_54.architecture.yaml,llama_3_70b,8,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_8.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_54/config_8,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_54/config_8/checkpoint.json
753,54,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_54.architecture.yaml,llama_3_70b,7,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_7.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_54/config_7,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_54/config_7/checkpoint.json
754,47,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_47.architecture.yaml,llama_3_70b,7,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_7.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_47/config_7,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_47/config_7/checkpoint.json
755,47,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_47.architecture.yaml,llama_3_70b,8,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_8.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_47/config_8,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_47/config_8/checkpoint.json
756,47,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_47.architecture.yaml,llama_3_70b,9,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_9.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_47/config_9,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_47/config_9/checkpoint.json
757,34,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_34.architecture.yaml,llama_3_70b,9,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_9.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_34/config_9,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_34/config_9/checkpoint.json
758,34,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_34.architecture.yaml,llama_3_70b,8,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_8.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_34/config_8,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_34/config_8/checkpoint.json
759,34,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_34.architecture.yaml,llama_3_70b,7,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_7.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_34/config_7,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_34/config_7/checkpoint.json
760,14,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_14.architecture.yaml,llama_3_70b,7,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_7.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_14/config_7,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_14/config_7/checkpoint.json
761,14,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_14.architecture.yaml,llama_3_70b,8,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_8.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_14/config_8,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_14/config_8/checkpoint.json
762,14,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_14.architecture.yaml,llama_3_70b,9,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_9.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_14/config_9,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_14/config_9/checkpoint.json
763,7,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_7.architecture.yaml,llama_3_70b,9,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_9.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_7/config_9,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_7/config_9/checkpoint.json
764,7,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_7.architecture.yaml,llama_3_70b,8,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_8.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_7/config_8,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_7/config_8/checkpoint.json
765,7,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_7.architecture.yaml,llama_3_70b,7,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_7.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_7/config_7,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_7/config_7/checkpoint.json
766,74,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_74.architecture.yaml,llama_3_70b,7,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_7.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_74/config_7,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_74/config_7/checkpoint.json
767,74,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_74.architecture.yaml,llama_3_70b,8,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_8.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_74/config_8,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_74/config_8/checkpoint.json
768,74,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_74.architecture.yaml,llama_3_70b,9,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_70b/config_9.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_74/config_9,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_70b/arch_74/config_9/checkpoint.json
769,74,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_74.architecture.yaml,llama_3_8b,5,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_8b/config_5.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_74/config_5,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_74/config_5/checkpoint.json
770,74,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_74.architecture.yaml,llama_3_8b,6,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_8b/config_6.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_74/config_6,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_74/config_6/checkpoint.json
771,67,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_67.architecture.yaml,llama_3_8b,5,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_8b/config_5.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_67/config_5,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_67/config_5/checkpoint.json
772,67,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_67.architecture.yaml,llama_3_8b,6,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_8b/config_6.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_67/config_6,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_67/config_6/checkpoint.json
773,54,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_54.architecture.yaml,llama_3_8b,5,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_8b/config_5.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_54/config_5,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_54/config_5/checkpoint.json
774,54,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_54.architecture.yaml,llama_3_8b,6,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_8b/config_6.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_54/config_6,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_54/config_6/checkpoint.json
775,47,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_47.architecture.yaml,llama_3_8b,5,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_8b/config_5.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_47/config_5,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_47/config_5/checkpoint.json
776,47,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_47.architecture.yaml,llama_3_8b,6,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_8b/config_6.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_47/config_6,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_47/config_6/checkpoint.json
777,34,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_34.architecture.yaml,llama_3_8b,5,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_8b/config_5.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_34/config_5,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_34/config_5/checkpoint.json
778,34,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_34.architecture.yaml,llama_3_8b,6,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_8b/config_6.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_34/config_6,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_34/config_6/checkpoint.json
779,27,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_27.architecture.yaml,llama_3_8b,5,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_8b/config_5.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_27/config_5,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_27/config_5/checkpoint.json
780,27,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_27.architecture.yaml,llama_3_8b,6,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_8b/config_6.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_27/config_6,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_27/config_6/checkpoint.json
781,14,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_14.architecture.yaml,llama_3_8b,5,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_8b/config_5.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_14/config_5,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_14/config_5/checkpoint.json
782,14,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_14.architecture.yaml,llama_3_8b,6,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_8b/config_6.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_14/config_6,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_14/config_6/checkpoint.json
783,7,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_7.architecture.yaml,llama_3_8b,5,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_8b/config_5.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_7/config_5,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_7/config_5/checkpoint.json
784,7,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_7.architecture.yaml,llama_3_8b,6,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_8b/config_6.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_7/config_6,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_7/config_6/checkpoint.json
785,94,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_94.architecture.yaml,llama_3_8b,5,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_8b/config_5.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_94/config_5,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_94/config_5/checkpoint.json
786,94,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_94.architecture.yaml,llama_3_8b,6,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_8b/config_6.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_94/config_6,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_94/config_6/checkpoint.json
787,93,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_93.architecture.yaml,llama_3_8b,5,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_8b/config_5.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_93/config_5,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_93/config_5/checkpoint.json
788,93,/home/gensis2/research/archx/chiplet4ai/llama/description/architecture/config_93.architecture.yaml,llama_3_8b,6,/home/gensis2/research/archx/chiplet4ai/llama/description/workload/llama_3_8b/config_6.workload.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/event/event.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/metric/metric.yaml,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_93/config_6,/home/gensis2/research/archx/chiplet4ai/llama/description/runs/llama_3_8b/arch_93/config_6/checkpoint.json
